student_id,age,gender,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
7293,19,2,4.61,63.0,2,9.8,3,0,3,3
3672,17,2,7.08,57.2,2,6.0,3,3,3,3
4969,17,2,1.63,59.5,2,9.4,3,4,3,3
16136,20,2,4.21,47.2,2,4.1,3,4,3,3
12950,17,2,7.16,59.3,2,9.2,3,0,3,3
10630,19,2,4.73,66.3,2,7.1,3,2,3,3
4417,20,2,1.86,92.0,2,8.7,3,1,3,3
18076,21,2,0.16,82.7,2,5.1,3,1,3,3
12256,17,2,7.01,40.6,2,7.7,3,0,3,3
8941,17,2,7.54,54.0,2,6.0,3,3,3,3
19287,24,2,7.8,76.9,2,5.2,3,0,3,3
11893,18,2,3.47,42.1,2,5.0,3,0,3,3
12341,22,2,2.93,77.0,2,9.1,3,0,3,3
23,18,2,1.44,86.8,2,9.7,3,4,3,3
2935,23,2,5.98,66.5,2,9.4,3,3,3,3
13749,18,2,4.12,77.3,2,5.8,3,0,3,3
19050,17,2,1.3,66.9,2,7.1,3,1,3,3
6598,20,2,7.67,97.4,2,6.8,3,4,3,3
12905,24,2,4.86,56.6,2,8.6,3,1,3,3
14875,20,2,5.07,84.9,2,6.5,3,2,3,3
12035,20,2,3.83,69.1,2,4.6,3,4,3,3
4834,18,2,0.95,78.0,2,5.9,3,0,3,3
18197,18,2,1.09,57.0,2,5.0,3,2,3,3
14816,21,2,6.92,47.9,2,6.0,3,0,3,3
15448,20,2,5.62,98.2,2,7.5,3,1,3,3
19774,22,2,0.2,42.3,2,9.9,3,4,3,3
12482,22,2,4.13,60.2,2,9.8,3,0,3,3
14352,17,2,4.09,80.0,2,6.5,3,0,3,3
57,21,2,7.48,76.8,2,5.2,3,4,3,3
3413,18,2,4.5,41.3,2,6.5,3,4,3,3
10417,18,2,2.3,65.5,2,8.9,3,0,3,3
2856,17,2,7.17,49.0,2,8.7,3,4,3,3
401,24,2,2.31,91.5,2,5.0,3,0,3,3
2987,22,2,7.44,67.8,2,4.2,3,3,3,3
10252,17,2,5.45,70.9,2,5.4,3,1,3,3
6606,19,2,0.84,77.2,2,5.7,3,3,3,3
17983,24,2,5.71,76.9,2,6.3,3,3,3,3
11948,24,2,5.39,47.8,2,9.8,3,4,3,3
19995,19,2,3.28,73.3,2,9.5,3,4,3,3
19765,24,2,2.24,42.4,2,4.4,3,2,3,3
15531,19,2,2.44,84.5,2,6.4,3,3,3,3
13673,19,2,7.91,90.2,2,8.9,3,4,3,3
6555,20,2,3.29,51.9,2,5.4,3,4,3,3
8781,21,2,6.34,57.7,2,6.2,3,3,3,3
17059,22,2,1.5,56.6,2,6.4,3,3,3,3
7259,18,2,7.04,47.5,2,6.8,3,0,3,3
14935,17,2,6.42,96.8,2,7.6,3,3,3,3
14811,23,2,7.33,61.0,2,7.9,3,2,3,3
5782,18,2,4.9,86.4,2,8.3,3,3,3,3
16765,19,2,2.74,68.1,2,9.4,3,1,3,3
17582,24,2,7.31,45.6,2,8.8,3,1,3,3
16963,23,2,6.85,85.8,2,6.8,3,1,3,3
7234,19,2,5.81,49.7,2,4.5,3,1,3,3
12761,21,2,7.44,74.2,2,6.0,3,2,3,3
11499,17,2,5.14,66.4,2,4.1,3,1,3,3
520,21,2,4.03,40.6,2,7.7,3,4,3,3
1756,19,2,6.64,89.8,2,8.3,3,4,3,3
4509,19,2,0.81,76.0,2,9.1,3,2,3,3
16734,17,2,7.23,57.4,2,6.4,3,3,3,3
16696,18,2,1.85,79.9,2,8.0,3,4,3,3
5264,20,2,3.74,84.2,2,5.3,3,1,3,3
1070,17,2,3.8,56.1,2,6.8,3,0,3,3
8341,24,2,3.47,96.6,2,7.6,3,3,3,3
8420,18,2,0.48,62.7,2,4.4,3,0,3,3
14299,19,2,4.75,59.9,2,8.0,3,3,3,3
13742,22,2,2.59,52.7,2,7.7,3,2,3,3
6612,17,2,4.27,86.2,2,9.8,3,1,3,3
16668,21,2,6.76,73.9,2,7.1,3,4,3,3
666,22,2,5.85,92.5,2,5.6,3,3,3,3
18913,21,2,3.29,56.2,2,6.9,3,1,3,3
717,21,2,5.6,77.3,2,6.4,3,3,3,3
16106,24,2,1.46,41.7,2,9.6,3,3,3,3
15205,17,2,4.72,80.6,2,7.1,3,4,3,3
1700,24,2,1.5,43.8,2,8.4,3,4,3,3
1878,24,2,7.76,75.8,2,8.3,3,0,3,3
19289,24,2,1.88,77.2,2,4.1,3,4,3,3
18930,24,2,3.33,41.9,2,5.7,3,4,3,3
7321,18,2,6.99,80.1,2,9.7,3,1,3,3
9725,19,2,5.37,99.4,2,9.5,3,2,3,3
17692,21,2,5.13,47.4,2,6.1,3,1,3,3
6801,23,2,7.28,75.7,2,6.2,3,1,3,3
4917,17,2,0.73,66.5,2,4.3,3,1,3,3
7066,20,2,7.7,70.4,2,9.7,3,4,3,3
7141,18,2,0.6,61.4,2,5.5,3,1,3,3
15739,22,2,1.82,93.1,2,6.2,3,1,3,3
15903,22,2,1.88,83.0,2,9.9,3,0,3,3
8991,17,2,3.37,99.4,2,8.9,3,3,3,3
6862,21,2,4.2,85.5,2,4.7,3,0,3,3
8169,20,2,1.63,64.3,2,4.7,3,4,3,3
11465,18,2,7.28,80.8,2,8.1,3,1,3,3
18265,17,2,3.77,98.9,2,6.3,3,0,3,3
8129,18,2,0.61,72.6,2,5.1,3,1,3,3
6593,19,2,4.5,77.1,2,8.2,3,1,3,3
8673,19,2,6.86,40.6,2,6.4,3,2,3,3
17875,23,2,1.9,55.1,2,9.4,3,2,3,3
92,23,2,5.5,59.3,2,7.6,3,3,3,3
2578,20,2,0.28,62.4,2,5.2,3,3,3,3
11310,19,2,2.0,69.3,2,5.8,3,4,3,3
10867,19,2,3.56,95.7,2,7.7,3,3,3,3
8385,24,2,2.75,87.4,2,6.0,3,2,3,3
15490,23,2,7.0,47.0,2,6.2,3,1,3,3
17367,19,2,0.3,67.9,2,7.7,3,3,3,3
19227,20,2,2.42,55.7,2,5.0,3,3,3,3
19338,24,2,2.54,80.5,2,8.2,3,2,3,3
9820,18,2,4.98,64.3,2,4.3,3,2,3,3
16131,19,2,7.04,90.3,2,9.1,3,1,3,3
4261,18,2,7.19,40.6,2,9.8,3,3,3,3
3897,21,2,0.26,86.7,2,9.5,3,0,3,3
16849,18,2,4.25,90.9,2,6.7,3,2,3,3
1350,21,2,0.67,97.4,2,7.8,3,3,3,3
17637,18,2,4.39,91.8,2,9.4,3,1,3,3
12573,23,2,7.22,41.7,2,6.4,3,3,3,3
11821,22,2,2.82,60.4,2,5.3,3,2,3,3
3778,23,2,5.65,62.1,2,8.0,3,0,3,3
17240,22,2,2.14,74.9,2,7.3,3,1,3,3
3741,18,2,0.08,92.9,2,4.9,3,2,3,3
14747,17,2,1.66,96.8,2,8.4,3,3,3,3
4051,19,2,7.43,73.9,2,9.9,3,0,3,3
18800,22,2,4.32,64.7,2,9.9,3,3,3,3
7706,19,2,0.5,81.9,2,6.4,3,3,3,3
12964,20,2,6.24,69.0,2,7.8,3,0,3,3
2763,19,2,3.04,60.7,2,7.2,3,4,3,3
3582,23,2,2.11,92.6,2,5.3,3,2,3,3
7106,19,2,1.81,49.3,2,5.4,3,2,3,3
6373,24,2,6.0,83.9,2,9.2,3,4,3,3
14662,18,2,3.99,53.0,2,6.9,3,4,3,3
16923,20,2,3.26,83.9,2,4.2,3,3,3,3
5063,21,2,1.08,44.4,2,9.7,3,0,3,3
3603,18,2,4.26,76.6,2,5.9,3,1,3,3
12889,23,2,7.36,49.9,2,6.3,3,1,3,3
6949,20,2,0.08,65.9,2,4.4,3,1,3,3
7757,18,2,0.89,82.3,2,8.5,3,2,3,3
9639,24,2,3.25,50.5,2,5.1,3,1,3,3
11657,19,2,4.66,47.7,2,6.4,3,0,3,3
9213,24,2,6.74,99.4,2,7.5,3,1,3,3
8898,21,2,7.55,90.4,2,7.6,3,1,3,3
11857,22,2,1.88,74.3,2,4.5,3,0,3,3
17358,23,2,2.58,77.8,2,6.5,3,3,3,3
10436,17,2,7.88,99.1,2,4.3,3,3,3,3
12008,18,2,7.4,43.6,2,6.2,3,1,3,3
9762,18,2,3.16,68.4,2,4.4,3,3,3,3
17752,19,2,3.48,84.0,2,9.5,3,3,3,3
10767,24,2,6.35,68.8,2,6.6,3,1,3,3
9575,22,2,3.47,62.4,2,5.9,3,1,3,3
6018,17,2,4.56,43.7,2,9.8,3,3,3,3
11622,21,2,3.92,44.0,2,7.5,3,0,3,3
2957,17,2,5.17,77.0,2,6.4,3,3,3,3
19442,22,2,7.91,93.3,2,9.7,3,0,3,3
9671,22,2,3.62,95.2,2,6.3,3,1,3,3
5410,22,2,7.03,45.1,2,7.8,3,2,3,3
9612,22,2,1.9,70.2,2,9.7,3,1,3,3
7521,18,2,3.15,77.7,2,6.5,3,4,3,3
1104,18,2,1.46,88.3,2,7.5,3,2,3,3
11669,21,2,7.87,56.0,2,6.9,3,3,3,3
13143,17,2,5.69,88.5,2,8.0,3,2,3,3
16505,23,2,3.35,80.6,2,6.1,3,0,3,3
4691,17,2,5.99,73.5,2,5.0,3,2,3,3
1559,24,2,4.49,78.1,2,7.3,3,1,3,3
11905,21,2,4.76,88.5,2,5.5,3,1,3,3
2489,21,2,1.61,45.1,2,4.1,3,2,3,3
18305,22,2,7.7,68.9,2,4.5,3,3,3,3
18675,23,2,2.45,69.2,2,5.4,3,1,3,3
3524,18,2,6.24,74.1,2,8.1,3,4,3,3
4543,24,2,7.52,91.1,2,9.7,3,4,3,3
14372,20,2,0.65,86.9,2,9.4,3,1,3,3
3401,23,2,0.82,73.8,2,5.3,3,3,3,3
15387,24,2,7.54,82.5,2,6.5,3,4,3,3
19697,20,2,2.02,73.6,2,5.1,3,0,3,3
11118,22,2,6.39,53.5,2,4.1,3,3,3,3
11119,19,2,4.4,96.4,2,5.8,3,3,3,3
2273,19,2,6.69,90.8,2,8.6,3,1,3,3
2375,22,2,0.87,62.8,2,5.1,3,0,3,3
10845,23,2,1.44,63.9,2,8.4,3,1,3,3
14787,18,2,6.47,60.1,2,9.7,3,4,3,3
17180,22,2,7.26,88.7,2,8.1,3,1,3,3
15544,17,2,6.81,59.7,2,9.6,3,1,3,3
9844,18,2,7.34,65.4,2,5.2,3,0,3,3
293,24,2,5.71,94.1,2,4.6,3,4,3,3
11029,19,2,5.67,85.0,2,4.4,3,1,3,3
2871,19,2,5.63,93.0,2,5.7,3,0,3,3
13006,21,2,0.89,82.5,2,8.8,3,2,3,3
9965,22,2,1.96,41.9,2,4.3,3,0,3,3
14792,24,2,0.6,95.7,2,7.7,3,0,3,3
17723,23,2,4.8,57.9,2,9.2,3,0,3,3
18911,17,2,2.51,80.2,2,9.2,3,3,3,3
19126,17,2,0.45,99.4,2,6.3,3,4,3,3
16203,22,2,6.09,63.3,2,7.7,3,1,3,3
14371,17,2,0.78,59.3,2,9.1,3,3,3,3
18823,22,2,7.05,50.4,2,8.9,3,3,3,3
4880,23,2,5.48,51.9,2,4.2,3,3,3,3
16735,19,2,7.42,74.0,2,4.1,3,2,3,3
10543,22,2,5.31,53.6,2,8.0,3,2,3,3
19139,17,2,5.61,44.4,2,9.9,3,4,3,3
17194,22,2,5.16,53.0,2,8.6,3,0,3,3
10421,24,2,2.33,65.4,2,9.3,3,2,3,3
13534,23,2,6.47,67.6,2,4.1,3,0,3,3
4419,22,2,3.56,52.9,2,4.7,3,3,3,3
10003,21,2,0.86,91.9,2,7.2,3,1,3,3
15392,21,2,4.31,77.3,2,6.3,3,2,3,3
16153,23,2,7.26,73.2,2,4.8,3,2,3,3
12651,19,2,0.88,60.1,2,7.9,3,3,3,3
357,18,2,2.2,79.1,2,8.6,3,0,3,3
687,20,2,0.91,65.9,2,4.8,3,0,3,3
4585,21,2,2.56,65.1,2,8.2,3,2,3,3
838,18,2,0.66,77.4,2,9.8,3,1,3,3
7014,20,2,5.66,52.8,2,4.6,3,0,3,3
8459,20,2,3.01,95.2,2,4.1,3,4,3,3
11298,20,2,7.38,96.2,2,4.5,3,3,3,3
11849,19,2,4.45,52.9,2,6.6,3,2,3,3
10199,24,2,1.17,55.2,2,6.4,3,2,3,3
1727,24,2,2.08,52.5,2,5.3,3,0,3,3
19085,19,2,1.5,92.9,2,7.0,3,3,3,3
17058,22,2,1.51,96.8,2,6.2,3,4,3,3
2363,24,2,4.43,81.8,2,6.4,3,1,3,3
15438,23,2,0.18,68.8,2,9.7,3,4,3,3
3180,18,2,1.65,55.9,2,5.0,3,1,3,3
10285,21,2,1.12,44.7,2,9.7,3,3,3,3
16848,24,2,5.09,48.8,2,6.6,3,3,3,3
11526,22,2,0.36,73.4,2,8.6,3,1,3,3
15767,22,2,1.97,66.7,2,6.5,3,0,3,3
4224,21,2,2.39,59.7,2,7.7,3,2,3,3
18883,18,2,5.5,66.4,2,8.3,3,1,3,3
11317,18,2,3.22,66.7,2,7.0,3,4,3,3
9634,18,2,3.8,61.0,2,4.3,3,4,3,3
7380,20,2,1.31,89.0,2,7.1,3,2,3,3
8102,24,2,2.7,56.0,2,4.6,3,4,3,3
9859,19,2,3.84,99.4,2,4.7,3,1,3,3
10941,19,2,5.46,86.0,2,6.4,3,2,3,3
6968,21,2,3.83,63.9,2,9.6,3,1,3,3
6167,19,2,7.02,41.0,2,8.9,3,2,3,3
6462,20,2,1.95,87.7,2,8.3,3,2,3,3
3062,19,2,6.67,96.2,2,9.9,3,0,3,3
890,19,2,5.8,80.5,2,9.7,3,1,3,3
967,21,2,1.66,95.8,2,8.8,3,0,3,3
10482,18,2,4.55,91.9,2,7.7,3,0,3,3
13851,18,2,0.16,47.1,2,6.6,3,2,3,3
1964,23,2,5.46,69.9,2,5.7,3,4,3,3
9851,18,2,2.73,72.2,2,7.2,3,1,3,3
9320,18,2,2.73,72.3,2,6.2,3,3,3,3
15011,22,2,6.48,73.1,2,8.4,3,0,3,3
8354,21,2,7.28,40.8,2,7.5,3,1,3,3
19579,22,2,3.47,93.0,2,9.1,3,4,3,3
9509,23,2,6.54,83.7,2,9.1,3,2,3,3
16679,20,2,3.65,51.2,2,9.9,3,3,3,3
19786,17,2,0.98,52.4,2,4.9,3,3,3,3
12839,21,2,2.46,90.5,2,5.5,3,0,3,3
2836,21,2,7.46,76.5,2,4.6,3,1,3,3
9736,18,2,4.09,62.8,2,5.2,3,4,3,3
10006,23,2,5.24,84.7,2,8.0,3,0,3,3
7214,18,2,2.56,87.9,2,7.4,3,1,3,3
16027,17,2,2.46,59.6,2,6.3,3,4,3,3
16004,24,2,5.4,65.1,2,7.9,3,2,3,3
2269,17,2,0.36,61.2,2,7.3,3,3,3,3
3771,20,2,4.11,97.7,2,9.0,3,1,3,3
12441,20,2,3.62,54.6,2,6.1,3,1,3,3
15436,23,2,0.57,97.4,2,4.6,3,2,3,3
133,17,2,2.28,65.6,2,5.5,3,3,3,3
10132,21,2,7.09,61.3,2,5.0,3,3,3,3
582,23,2,4.07,85.8,2,7.7,3,2,3,3
19046,17,2,4.91,82.1,2,4.1,3,3,3,3
9717,21,2,2.61,90.2,2,8.3,3,0,3,3
14448,18,2,0.08,43.6,2,8.4,3,2,3,3
6840,23,2,0.32,92.9,2,5.9,3,0,3,3
394,21,2,7.54,50.1,2,4.4,3,4,3,3
10219,22,2,6.1,91.8,2,9.6,3,4,3,3
6559,24,2,1.18,53.6,2,6.6,3,2,3,3
9302,23,2,7.07,88.4,2,8.0,3,2,3,3
13013,24,2,6.07,75.8,2,9.6,3,0,3,3
3929,22,2,3.07,48.1,2,5.2,3,3,3,3
13614,21,2,7.49,58.1,2,8.4,3,3,3,3
8402,18,2,1.35,41.2,2,8.9,3,1,3,3
4037,22,2,4.45,60.5,2,5.9,3,2,3,3
18832,21,2,3.95,74.8,2,4.2,3,0,3,3
12979,19,2,2.43,74.5,2,5.4,3,4,3,3
8184,23,2,1.21,72.2,2,7.4,3,4,3,3
10470,22,2,7.53,44.3,2,8.8,3,3,3,3
226,19,2,4.97,47.7,2,5.4,3,2,3,3
4212,22,2,0.12,73.6,2,4.4,3,3,3,3
19355,18,2,3.96,94.8,2,6.1,3,1,3,3
6778,20,2,7.42,51.5,2,7.8,3,3,3,3
4614,21,2,1.41,46.9,2,6.4,3,0,3,3
12426,20,2,2.36,69.6,2,9.6,3,1,3,3
15481,21,2,4.93,41.2,2,4.5,3,2,3,3
8594,20,2,7.51,82.2,2,8.4,3,2,3,3
11518,18,2,3.1,97.7,2,7.4,3,0,3,3
12461,20,2,0.08,47.1,2,6.6,3,1,3,3
16870,23,2,7.39,52.6,2,6.9,3,1,3,3
19463,18,2,5.25,64.6,2,6.7,3,0,3,3
14046,19,2,4.57,74.0,2,9.5,3,0,3,3
5009,22,2,5.69,60.9,2,6.2,3,1,3,3
12622,18,2,7.58,50.0,2,9.0,3,0,3,3
3404,24,2,6.1,93.8,2,7.3,3,3,3,3
3516,24,2,3.72,50.3,2,5.9,3,0,3,3
3884,20,2,3.98,74.8,2,5.3,3,3,3,3
19560,23,2,4.05,84.5,2,5.9,3,4,3,3
6756,24,2,1.24,91.3,2,6.9,3,0,3,3
14035,21,2,0.16,61.0,2,8.2,3,4,3,3
2909,18,2,2.2,91.7,2,9.7,3,2,3,3
16605,24,2,0.1,98.4,2,9.7,3,1,3,3
4262,18,2,7.87,65.0,2,7.3,3,0,3,3
8072,20,2,6.15,53.5,2,5.9,3,0,3,3
2424,23,2,4.79,68.0,2,4.5,3,0,3,3
14329,17,2,4.77,63.3,2,5.9,3,2,3,3
5265,23,2,5.41,76.2,2,9.2,3,0,3,3
14899,19,2,7.15,75.3,2,5.1,3,0,3,3
6164,17,2,5.98,56.6,2,7.8,3,2,3,3
3549,19,2,1.65,53.1,2,7.4,3,3,3,3
13076,21,2,7.31,56.4,2,6.9,3,1,3,3
18700,17,2,2.73,83.6,2,6.0,3,4,3,3
15118,23,2,0.08,84.5,2,4.3,3,2,3,3
19368,19,2,3.86,71.2,2,4.9,3,0,3,3
7549,20,2,3.21,86.0,2,4.4,3,2,3,3
13063,20,2,3.06,62.0,2,5.1,3,3,3,3
19257,19,2,6.95,46.9,2,8.0,3,0,3,3
19880,22,2,5.58,94.0,2,6.3,3,3,3,3
1160,19,2,1.53,90.9,2,9.4,3,3,3,3
6896,23,2,2.75,74.5,2,6.6,3,0,3,3
5502,18,2,7.83,76.4,2,9.0,3,3,3,3
8048,24,2,4.17,47.0,2,7.1,3,0,3,3
810,24,2,4.44,54.1,2,7.5,3,4,3,3
17181,17,2,3.5,74.7,2,8.3,3,1,3,3
2651,24,2,5.2,84.2,2,5.8,3,0,3,3
12075,18,2,3.76,81.6,2,6.0,3,3,3,3
19915,22,2,4.54,47.9,2,5.1,3,3,3,3
8790,19,2,2.57,91.0,2,5.3,3,3,3,3
3191,17,2,4.59,66.6,2,8.8,3,0,3,3
3621,24,2,0.89,52.7,2,9.9,3,2,3,3
9895,20,2,7.07,93.8,2,4.5,3,0,3,3
17391,21,2,1.43,59.9,2,6.4,3,4,3,3
3651,17,2,4.08,54.0,2,4.2,3,3,3,3
11509,18,2,4.25,75.2,2,6.6,3,1,3,3
16835,24,2,7.14,75.7,2,8.5,3,2,3,3
16068,19,2,3.65,52.1,2,8.2,3,3,3,3
4071,17,2,4.23,64.9,2,5.8,3,1,3,3
8291,20,2,4.26,98.6,2,5.9,3,3,3,3
1395,18,2,5.48,88.9,2,5.7,3,2,3,3
5977,24,2,7.4,45.6,2,6.6,3,3,3,3
3371,24,2,4.32,54.7,2,5.6,3,4,3,3
19427,20,2,0.87,81.0,2,6.5,3,0,3,3
11783,23,2,4.46,45.8,2,8.9,3,3,3,3
18040,23,2,7.08,96.8,2,5.2,3,2,3,3
16552,19,2,2.85,73.7,2,5.8,3,0,3,3
15211,17,2,6.81,54.7,2,9.9,3,3,3,3
15208,21,2,0.41,76.9,2,5.2,3,3,3,3
1055,17,2,5.23,78.7,2,6.2,3,2,3,3
13562,20,2,3.41,45.8,2,7.3,3,1,3,3
14196,19,2,0.77,99.0,2,7.4,3,3,3,3
16562,20,2,4.21,46.1,2,5.1,3,4,3,3
16051,23,2,3.89,47.1,2,5.6,3,2,3,3
8857,18,2,5.18,82.2,2,9.0,3,1,3,3
16176,18,2,0.37,75.0,2,5.2,3,3,3,3
7904,24,2,6.39,59.3,2,8.6,3,2,3,3
1737,21,2,3.29,86.3,2,4.1,3,1,3,3
1569,24,2,1.25,64.8,2,7.5,3,4,3,3
463,22,2,0.32,47.8,2,8.6,3,3,3,3
744,19,2,1.05,67.1,2,7.0,3,0,3,3
8415,22,2,0.75,51.1,2,9.2,3,2,3,3
16065,18,2,5.94,97.3,2,5.1,3,3,3,3
3995,21,2,1.44,74.6,2,4.2,3,2,3,3
15298,19,2,0.61,90.1,2,5.3,3,1,3,3
8818,24,2,0.95,80.5,2,9.7,3,4,3,3
9309,22,2,0.59,42.9,2,7.2,3,2,3,3
10655,19,2,4.07,86.7,2,8.3,3,3,3,3
6285,20,2,3.03,76.3,2,9.4,3,1,3,3
13327,23,2,7.15,66.4,2,4.7,3,0,3,3
18343,20,2,5.03,77.5,2,7.1,3,0,3,3
19540,17,2,1.45,85.6,2,6.8,3,1,3,3
17768,17,2,1.56,58.6,2,5.7,3,4,3,3
5495,23,2,0.93,40.6,2,7.7,3,3,3,3
13600,18,2,4.97,45.6,2,6.9,3,1,3,3
17293,22,2,0.1,71.4,2,7.3,3,0,3,3
8649,23,2,1.88,90.2,2,5.5,3,3,3,3
10472,22,2,4.94,41.7,2,7.7,3,3,3,3
16037,19,2,6.53,63.2,2,6.7,3,1,3,3
4336,20,2,6.92,60.9,2,9.2,3,2,3,3
16373,24,2,2.84,58.4,2,4.2,3,4,3,3
14849,18,2,6.5,98.5,2,5.3,3,2,3,3
12537,20,2,6.48,80.2,2,9.2,3,3,3,3
19091,17,2,5.26,99.4,2,8.5,3,4,3,3
5115,18,2,1.25,50.8,2,7.2,3,1,3,3
7175,17,2,7.14,48.2,2,6.8,3,0,3,3
8588,21,2,6.83,83.0,2,9.2,3,1,3,3
19802,18,2,1.92,81.5,2,5.6,3,0,3,3
5213,20,2,4.19,82.2,2,6.1,3,3,3,3
3642,24,2,4.33,86.0,2,5.4,3,4,3,3
9953,17,2,5.95,73.3,2,7.5,3,0,3,3
9035,23,2,7.4,91.1,2,7.9,3,1,3,3
18805,20,2,0.3,53.3,2,4.1,3,3,3,3
22,19,2,1.7,70.4,2,9.8,3,2,3,3
3719,22,2,7.06,69.3,2,8.2,3,3,3,3
2903,23,2,4.91,47.6,2,8.0,3,4,3,3
16361,23,2,6.97,52.4,2,5.6,3,0,3,3
14980,17,2,1.85,67.5,2,7.7,3,3,3,3
5535,17,2,4.1,92.6,2,5.5,3,4,3,3
12236,18,2,1.16,83.1,2,7.8,3,1,3,3
11043,19,2,6.93,73.5,2,7.0,3,4,3,3
780,23,2,0.17,62.9,2,8.8,3,0,3,3
11942,20,2,6.11,81.6,2,7.7,3,4,3,3
7421,22,2,3.75,43.8,2,4.6,3,0,3,3
14604,22,2,7.91,43.9,2,6.5,3,0,3,3
13510,20,2,2.17,92.8,2,6.0,3,0,3,3
6529,23,2,1.27,75.9,2,8.6,3,2,3,3
3432,23,2,2.39,94.1,2,8.3,3,4,3,3
19455,19,2,2.72,78.7,2,7.2,3,2,3,3
19059,17,2,0.2,82.6,2,7.7,3,1,3,3
11439,24,2,0.77,44.4,2,7.4,3,1,3,3
14499,24,2,1.16,69.2,2,6.4,3,0,3,3
4260,17,2,4.7,42.3,2,4.8,3,3,3,3
4726,20,2,0.16,98.8,2,4.7,3,0,3,3
1470,17,2,6.43,59.6,2,8.3,3,2,3,3
12369,22,2,6.28,49.6,2,8.4,3,3,3,3
19482,21,2,0.47,48.2,2,6.3,3,3,3,3
18618,19,2,4.56,69.8,2,5.9,3,1,3,3
13856,24,2,7.61,91.8,2,8.8,3,1,3,3
17653,17,2,5.61,61.8,2,5.0,3,4,3,3
16455,18,2,1.71,49.1,2,8.9,3,3,3,3
8425,17,2,2.52,83.3,2,9.4,3,2,3,3
369,17,2,7.11,68.2,2,9.3,3,3,3,3
18366,20,2,0.3,79.8,2,6.8,3,2,3,3
9608,20,2,7.78,83.4,2,9.4,3,1,3,3
14998,22,2,5.04,85.1,2,4.6,3,1,3,3
9492,17,2,6.2,75.0,2,6.8,3,4,3,3
65,20,2,5.51,69.8,2,7.7,3,3,3,3
4211,18,2,2.63,75.4,2,4.8,3,1,3,3
15596,24,2,5.92,56.2,2,4.5,3,1,3,3
13264,17,2,0.31,70.7,2,9.5,3,2,3,3
15558,18,2,3.77,61.9,2,8.7,3,3,3,3
1722,22,2,3.35,78.4,2,8.4,3,4,3,3
16658,23,2,5.45,46.3,2,4.6,3,2,3,3
5325,24,2,0.99,99.4,2,5.4,3,0,3,3
4061,18,2,7.26,89.5,2,7.0,3,2,3,3
7281,22,2,4.22,65.9,2,7.4,3,3,3,3
10684,17,2,1.96,76.3,2,4.8,3,3,3,3
1825,23,2,4.28,87.6,2,4.6,3,3,3,3
15235,21,2,7.64,63.2,2,4.7,3,4,3,3
14400,22,2,0.18,99.4,2,8.0,3,0,3,3
2356,19,2,7.08,63.8,2,7.4,3,4,3,3
17804,24,2,5.83,43.3,2,8.2,3,0,3,3
17473,23,2,5.63,60.1,2,7.3,3,2,3,3
3233,22,2,7.86,98.2,2,4.7,3,4,3,3
16807,21,2,7.57,67.9,2,4.2,3,1,3,3
1919,20,2,3.65,90.9,2,9.4,3,3,3,3
14262,20,2,4.88,55.0,2,5.1,3,3,3,3
1570,24,2,7.66,93.4,2,6.2,3,3,3,3
1832,24,2,7.32,99.4,2,4.8,3,4,3,3
8540,23,2,6.02,70.9,2,8.6,3,1,3,3
1243,24,2,0.61,75.3,2,6.1,3,0,3,3
19756,23,2,2.59,56.7,2,5.8,3,2,3,3
9352,18,2,1.09,89.5,2,9.7,3,3,3,3
11777,22,2,6.11,86.5,2,8.3,3,1,3,3
11343,21,2,2.56,65.0,2,4.8,3,4,3,3
4657,18,2,3.04,87.4,2,9.2,3,2,3,3
12050,23,2,3.58,71.6,2,5.6,3,2,3,3
8999,17,2,4.15,75.0,2,8.2,3,0,3,3
13214,23,2,7.2,98.4,2,5.9,3,0,3,3
11937,19,2,4.72,76.9,2,8.1,3,3,3,3
11912,22,2,1.28,60.4,2,7.8,3,3,3,3
1326,18,2,6.98,77.8,2,9.6,3,1,3,3
8344,22,2,3.0,55.7,2,6.5,3,0,3,3
18264,22,2,4.31,65.1,2,7.7,3,1,3,3
16251,17,2,4.78,45.9,2,6.0,3,1,3,3
8894,20,2,6.14,46.1,2,5.2,3,3,3,3
4860,23,2,0.3,42.6,2,9.9,3,4,3,3
7491,17,2,5.04,65.2,2,8.8,3,3,3,3
17872,24,2,3.3,79.3,2,7.7,3,2,3,3
19371,24,2,3.09,92.7,2,7.6,3,0,3,3
12644,20,2,0.69,44.3,2,8.5,3,0,3,3
1223,24,2,4.03,75.6,2,8.2,3,4,3,3
1778,18,2,5.6,47.2,2,8.3,3,0,3,3
18476,22,2,6.95,55.5,2,8.4,3,0,3,3
19646,21,2,5.16,79.9,2,9.6,3,3,3,3
14660,20,2,7.58,80.3,2,5.8,3,1,3,3
17228,17,2,2.97,40.6,2,5.0,3,3,3,3
11134,22,2,3.58,95.7,2,7.3,3,2,3,3
13772,24,2,7.91,44.8,2,9.1,3,0,3,3
12195,17,2,6.75,83.0,2,6.0,3,4,3,3
8702,18,2,5.99,87.7,2,5.2,3,2,3,3
17815,17,2,4.42,99.1,2,6.1,3,3,3,3
6401,21,2,3.51,52.7,2,7.7,3,3,3,3
16759,20,2,0.7,51.6,2,5.6,3,4,3,3
749,19,2,7.91,69.8,2,9.0,3,1,3,3
